Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",0,4.19,"Little, Brown and Company",Hardcover,309,2008,2008,,2024/04/15,to-read,to-read (#38),to-read,,,,0,0
19390,Philosophical Dictionary,Voltaire,"Voltaire, Voltaire",Theodore Besterman,"=""014044257X""","=""9780140442571""",0,4.06,Penguin Classics,Paperback,400,1984,1764,,2024/04/15,to-read,to-read (#37),to-read,,,,0,0
13014364,Bichos,Miguel Torga,"Torga, Miguel",,"=""""","=""""",0,3.83,Coimbra Editora,Paperback,135,1985,1940,2024/04/08,2024/03/17,,,read,,,,1,0
60321447,Chip War: The Fight for the World's Most Critical Technology,Chris   Miller,"Miller, Chris",,"=""1982172002""","=""9781982172008""",0,4.43,Scribner,Hardcover,464,2022,2022,2024/02/05,2023/12/10,,,read,,,,1,0
54121,Ensaio Sobre a Cegueira,José Saramago,"Saramago, José",,"=""9722110217""","=""9789722110211""",4,4.17,Editorial Caminho,Paperback,310,1998,1995,,2023/10/09,,,read,,,,1,0
30527686,Narciso e Goldmund,Hermann Hesse,"Hesse, Hermann",,"=""9722059688""","=""9789722059688""",4,4.22,Publicações Dom Quixote,Paperback,356,2016,1930,2024/02/26,2024/02/18,,,read,,,,1,0
34342016,Elastic: Flexible Thinking in a Time of Change,Leonard Mlodinow,"Mlodinow, Leonard",,"=""0147521947""","=""9780147521941""",4,3.89,Random House Audio Publishing Group,Audio CD,,2018,2018,2024/04/04,2024/03/09,,,read,,,,1,0
43889703,The Man Who Solved the Market: How Jim Simons Launched the Quant Revolution,Gregory Zuckerman,"Zuckerman, Gregory",,"=""0241309727""","=""9780241309728""",4,4.04,Portfolio Penguin,Paperback,359,2019,2019,,2023/10/09,,,read,,,,1,0
61089520,The Man from the Future: The Visionary Ideas of John von Neumann,Ananyo Bhattacharya,"Bhattacharya, Ananyo",,"=""1324050500""","=""9781324050506""",0,4.11,W. W. Norton & Company,Paperback,368,2023,2021,,2024/04/03,to-read,to-read (#36),to-read,,,,0,0
12075,Tractatus Logico-Philosophicus,Ludwig Wittgenstein,"Wittgenstein, Ludwig","David Pears, Brian McGuinness, Bertrand Russell","=""0415254086""","=""9780415254083""",0,4.09,Routledge Classics,Paperback,142,2001,1921,,2024/03/26,to-read,to-read (#35),to-read,,,,0,0
61550,The Logic of Scientific Discovery,Karl Popper,"Popper, Karl",,"=""0415278449""","=""9780415278447""",0,4.03,Routledge,Paperback,544,2002,1934,,2024/03/26,to-read,to-read (#34),to-read,,,,0,0
59430437,A Equação Divina,Michio Kaku,"Kaku, Michio",,"=""9722541064""","=""9789722541060""",0,4.11,Bertrand Editora,Paperback,200,2021,2021,,2024/03/25,to-read,to-read (#33),to-read,,,,0,0
35167685,"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.",,"=""0393355624""","=""9780393355628""",0,4.27,W. W. Norton & Company,Paperback,400,2018,1985,,2024/03/25,to-read,to-read (#32),to-read,,,,0,0
52756428,The Socrates Express: In Search of Life Lessons from Dead Philosophers,Eric    Weiner,"Weiner, Eric",,"=""1501129015""","=""9781501129018""",0,4.14,Avid Reader Press / Simon  Schuster,Hardcover,352,2020,2020,,2024/03/24,to-read,to-read (#31),to-read,,,,0,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.35,Vintage,Paperback,512,2015,2011,2024/03/24,2024/03/01,,,read,,,,1,0
52905,"Friday, or, The Other Island",Michel Tournier,"Tournier, Michel",,"=""0801855926""","=""9780801855924""",0,3.67,Johns Hopkins University Press,Paperback,240,1997,1967,,2024/03/23,,,read,,,,1,0
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""""","=""""",0,4.38,Scribner,Hardcover,368,2017,2017,,2024/03/23,to-read,to-read (#30),to-read,,,,0,0
17986418,Naked Statistics: Stripping the Dread from the Data,Charles Wheelan,"Wheelan, Charles",,"=""039334777X""","=""9780393347777""",0,3.95,W. W. Norton & Company,Paperback,304,2014,2012,,2024/03/20,to-read,to-read (#29),to-read,,,,0,0
31886,Introduction to Mathematical Philosophy,Bertrand Russell,"Russell, Bertrand",,"=""0486277240""","=""9780486277240""",0,4.04,Dover Publications,Paperback,224,1993,1918,,2024/03/20,to-read,to-read (#28),to-read,,,,0,0
857450,The Pleasures of Probability (Undergraduate Texts in Mathematics),Richard Isaac,"Isaac, Richard",,"=""038794415X""","=""9780387944159""",0,4.24,Springer,Hardcover,259,1995,1995,,2024/03/20,to-read,to-read (#27),to-read,,,,0,0
13356649,"The Joy of X: A Guided Tour of Math, from One to Infinity",Steven H. Strogatz,"Strogatz, Steven H.",,"=""0547517653""","=""9780547517650""",0,4.05,Houghton Mifflin Harcourt,Hardcover,316,2012,2012,,2024/03/20,to-read,to-read (#26),to-read,,,,0,0
42952066,Infinite Powers: The Story of Calculus - The Most Important Discovery in Mathematics,Steven H. Strogatz,"Strogatz, Steven H.",,"=""""","=""""",0,4.29,Atlantic Books,Kindle Edition,,2019,2019,,2024/03/20,to-read,to-read (#25),to-read,,,,0,0
329336,Zero: The Biography of a Dangerous Idea,Charles Seife,"Seife, Charles",,"=""0140296476""","=""9780140296471""",0,3.97,Penguin,Paperback,248,2000,2000,,2024/03/20,to-read,to-read (#24),to-read,,,,0,0
44184682,The Portrait of Dorian Gray,Oscar Wilde,"Wilde, Oscar",,"=""5992503692""","=""9785992503692""",0,4.13,Sankt-Peterbyrg : KARO,Paperback,400,2010,1890,,2024/03/17,,,read,,,,1,0
27276428,The Gene: An Intimate History,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",0,4.36,Scribner,Hardcover,592,2016,2016,,2024/03/15,to-read,to-read (#23),to-read,,,,0,0
111384927,Como Viver uma Vida Melhor com Adam Smith (Portuguese Edition),Ryan Patrick Hanley,"Hanley, Ryan Patrick",,"=""9896446261""","=""9789896446260""",4,4.00,Temas e Debates,Paperback,0,2022,,2024/03/15,2024/03/14,,,read,,,,1,0
19179757,The Handbook of Epictetus,Epictetus,"Epictetus, Epictetus",,"=""""","=""""",0,4.24,Start Publishing LLC,Kindle Edition,26,2012,125,,2024/03/14,to-read,to-read (#22),to-read,,,,0,0
83817782,Determined: A Science of Life without Free Will,Robert M. Sapolsky,"Sapolsky, Robert M.",,"=""0525560971""","=""9780525560975""",0,4.24,Penguin Press,Hardcover,528,2023,2023,,2024/03/12,to-read,to-read (#21),to-read,,,,0,0
42641,Resurrection,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""0735102864""","=""9780735102866""",0,4.16,Replica Books,Hardcover,562,2002,1899,,2024/03/11,to-read,to-read (#20),to-read,,,,0,0
70561,The Gulag Archipelago 1918–1956 (Abridged),Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr",Edward E. Ericson Jr.,"=""0060007761""","=""9780060007768""",0,4.32,HarperCollins,Paperback,512,2002,1973,,2024/03/10,to-read,to-read (#19),to-read,,,,0,0
44767248,Human Compatible: Artificial Intelligence and the Problem of Control,Stuart Russell,"Russell, Stuart",,"=""0525558616""","=""9780525558613""",0,4.06,Viking,Hardcover,352,2019,2019,,2024/03/09,to-read,to-read (#18),to-read,,,,0,0
41793,Hackers & Painters: Big Ideas from the Computer Age,Paul    Graham,"Graham, Paul",,"=""0596006624""","=""9780596006624""",0,4.05,O'Reilly Media,Hardcover,272,2004,2004,,2024/03/09,to-read,to-read (#17),to-read,,,,0,0
10483171,The Beginning of Infinity: Explanations That Transform the World,David Deutsch,"Deutsch, David",,"=""0670022756""","=""9780670022755""",0,4.18,Viking,Hardcover,487,2011,2011,,2024/03/09,to-read,to-read (#16),to-read,,,,0,0
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",0,4.17,Bantam,Hardcover,244,2004,1951,,2024/03/09,to-read,to-read (#15),to-read,,,,0,0
43713,Structure and Interpretation of Computer Programs,Harold Abelson,"Abelson, Harold","Gerald Jay Sussman, Julie Sussman","=""0262510871""","=""9780262510875""",0,4.47,The MIT Press,Paperback,657,1996,1984,,2024/03/09,to-read,to-read (#14),to-read,,,,0,0
40651883,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,4.02,Spectra,Kindle Edition,559,2018,1992,,2024/03/09,to-read,to-read (#13),to-read,,,,0,0
17290683,Love and Math: The Heart of Hidden Reality,Edward Frenkel,"Frenkel, Edward",,"=""0465050743""","=""9780465050741""",0,3.69,Basic Books,Hardcover,292,2013,2013,,2024/03/07,to-read,to-read (#12),to-read,,,,0,0
45776,Feynman's Rainbow: A Search for Beauty in Physics and in Life,Leonard Mlodinow,"Mlodinow, Leonard",,"=""0446692514""","=""9780446692519""",0,4.04,Grand Central Publishing,Paperback,192,2004,2005,,2024/03/07,to-read,to-read (#11),to-read,,,,0,0
54898389,The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson,"Jorgenson, Eric",,"=""""","=""9781544514208""",0,4.44,Magrathea Publishing,Kindle Edition,244,2020,2020,,2024/03/07,to-read,to-read (#10),to-read,,,,0,0
4591,Genome: The Autobiography of a Species in 23 Chapters,Matt Ridley,"Ridley, Matt",,"=""0060894083""","=""9780060894085""",0,4.06,Harper Perennial,Paperback,344,2006,1999,,2024/03/07,to-read,to-read (#9),to-read,,,,0,0
8593761,"King of Capital: The Remarkable Rise, Fall, and Rise Again of Steve Schwarzman and Blackstone",David Carey,"Carey, David",John E. Morris,"=""0307452999""","=""9780307452993""",0,4.04,Crown Business,Hardcover,400,2010,2010,,2024/03/07,to-read,to-read (#8),to-read,,,,0,0
182130974,O Príncipe / Maquiavel,Nicolau Maquiavel / Jorge de Sena,"Sena, Nicolau Maquiavel / Jorge de",,"=""9897029478""","=""9789897029479""",0,5.00,,Paperback,0,2023,,2024/03/06,2024/03/05,,,read,,,,1,0
106835,The Intelligent Investor,Benjamin Graham,"Graham, Benjamin","Jason Zweig, Warren Buffett","=""0060555661""","=""9780060555665""",0,4.24,Harper Business,Paperback,623,2006,1949,,2024/03/01,to-read,to-read (#7),to-read,,,,0,0
34536488,Principles: Life and Work,Ray Dalio,"Dalio, Ray",Jeremy Bobb,"=""1508243247""","=""9781508243243""",0,4.11,Simon & Schuster Audio,Audio CD,16,2017,2017,,2024/03/01,to-read,to-read (#6),to-read,,,,0,0
3234419,Cem Anos de Solidão,Gabriel García Márquez,"Márquez, Gabriel García",Margarida Santiago,"=""9722000314""","=""9789722000314""",0,4.12,Publicações Dom Quixote,Paperback,378,2005,1967,,2024/03/01,to-read,to-read (#5),to-read,,,,0,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",0,3.96,Simon & Schuster,Kindle Edition,194,2011,1953,2024/02/29,2024/02/21,,,read,,,,1,0
20821053,How Adam Smith Can Change Your Life: An Unexpected Guide to Human Nature and Happiness,"Russell ""Russ"" Roberts","Roberts, Russell ""Russ""",,"=""1591846846""","=""9781591846840""",0,3.93,Portfolio,Hardcover,261,2014,2014,,2024/02/24,to-read,to-read (#4),to-read,,,,0,0
36448501,The Bitcoin Standard: The Decentralized Alternative to Central Banking,Saifedean Ammous,"Ammous, Saifedean",,"=""1119473861""","=""9781119473862""",4,4.16,Wiley,Hardcover,304,2018,2018,,2024/02/20,,,read,,,,1,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",0,4.23,Crown Publishers,Hardcover,374,2011,2011,,2024/02/18,,,read,,,,1,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",0,4.34,Scholastic Press,Hardcover,374,2008,2008,,2024/02/18,,,read,,,,1,0
30257963,12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,"Peterson, Jordan B.",,"=""0345816021""","=""9780345816023""",0,3.92,Random House Canada,Hardcover,409,2018,2018,2024/02/18,2024/02/05,,,read,,,,1,0
41563262,The Map of Knowledge: How Classical Ideas Were Lost and Found: A History in Seven Cities,Violet Moller,"Moller, Violet",,"=""150982961X""","=""9781509829613""",3,3.88,Picador,Kindle Edition,304,2019,2019,2024/02/17,2024/02/05,,,read,,,,1,0
944652,Poor Charlie's Almanack: The Wit and Wisdom of Charles T. Munger,Charles T. Munger,"Munger, Charles T.",Peter E. Kaufman,"=""157864366X""","=""9781578643660""",0,4.42,Donning Co Pub,Hardcover,512,2006,2005,,2024/02/17,to-read,to-read (#3),to-read,,,,0,0
64582,Chaos: Making a New Science,James Gleick,"Gleick, James",,"=""0140092501""","=""9780140092509""",0,4.04,Penguin Group,Paperback,352,1988,1987,,2024/02/05,currently-reading,currently-reading (#1),currently-reading,,,,1,0
12857,The Gambler,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Constance Garnett,"=""""","=""""",0,3.91,Modern Library,Paperback,188,2003,1866,,2024/02/05,,,read,,,,1,0
9717,The Unbearable Lightness of Being,Milan Kundera,"Kundera, Milan","Richmond Hoxie, Michael Henry Heim","=""0571224385""","=""9780571224388""",5,4.11,Harper Perennial,Paperback,314,2009,1984,,2023/10/10,,,read,,,,1,0
2272880,The Drunkard's Walk: How Randomness Rules Our Lives,Leonard Mlodinow,"Mlodinow, Leonard",,"=""0375424040""","=""9780375424045""",5,3.95,Pantheon Books,Hardcover,252,2008,2008,,2023/11/28,,,read,,,,1,0
24724602,Flash Boys: A Wall Street Revolt,Michael   Lewis,"Lewis, Michael",,"=""0393351599""","=""9780393351590""",4,4.14,W. W. Norton & Company,Paperback,304,2015,2014,,2023/10/09,,,read,,,,1,0
391164,The Moscow Puzzles: 359 Mathematical Recreations (Dover Math Games & Puzzles),Boris A. Kordemsky,"Kordemsky, Boris A.","Martin Gardner, Albert Parry","=""0486270785""","=""9780486270784""",0,4.13,Dover Publications,Paperback,320,1992,1954,,2023/11/10,,,read,,,,1,0
20320920,Tabacaria,Álvaro de Campos,"Campos, Álvaro de","Pedro Sousa Pereira, Richard Zenith, Fernando Pessoa","=""9897241167""","=""9789897241161""",5,4.69,Clube do Autor,Hardcover,69,2013,1928,,2023/11/09,,,read,,,,1,0
58642436,The Status Game: On Human Life and How to Play It,Will Storr,"Storr, Will",,"=""0008354650""","=""9780008354657""",0,4.13,William Collins,Kindle Edition,437,2021,,,2023/10/10,,,read,,,,1,0
19288230,Scrum: The Art of Doing Twice the Work in Half the Time,Jeff Sutherland,"Sutherland, Jeff",,"=""038534645X""","=""9780385346450""",0,4.14,Crown Currency,Hardcover,237,2014,2014,,2023/10/27,to-read,to-read (#2),to-read,,,,0,0
149105520,Going Infinite: The Rise and Fall of a New Tycoon,Michael   Lewis,"Lewis, Michael",,"=""1324074337""","=""9781324074335""",4,3.81,W. W. Norton & Company,Hardcover,272,2023,2023,,2023/10/10,,,read,,,,1,0
467754,What They Don't Teach You at Harvard Business School: Notes from a Street-smart Executive,Mark H. McCormack,"McCormack, Mark H.",,"=""0553345834""","=""9780553345834""",0,3.60,Bantam,Paperback,288,1986,1984,,2023/10/23,,,read,,,,1,0
662,Atlas Shrugged,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""0452011876""","=""9780452011878""",0,3.69,Plume,Paperback,1168,1999,1957,,2023/10/15,to-read,to-read (#1),to-read,,,,0,0
41397,My Life As A Quant: Reflections On Physics And Finance,Emanuel Derman,"Derman, Emanuel",,"=""0471394203""","=""9780471394204""",0,3.79,John Wiley & Sons Inc,Hardcover,292,2004,2004,,2023/10/09,,,read,,,,1,0
35031085,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Charlotte Gordon,"=""0143131842""","=""9780143131847""",0,3.88,Penguin Classics,Paperback,260,2018,1818,,2023/10/09,,,read,,,,1,0
18528309,A Sunny Place with Adequate Water,Mary Biddinger,"Biddinger, Mary",,"=""162557908X""","=""9781625579089""",0,4.47,Black Lawrence Press,Paperback,82,2014,2014,,2023/10/09,,,read,,,,1,0
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,"=""""","=""""",3,3.88,Bantam Classics,Paperback,201,1972,1915,,2023/10/09,,,read,,,,1,0
38359036,"The Tattooist of Auschwitz (The Tattooist of Auschwitz, #1)",Heather   Morris,"Morris, Heather",,"=""006287067X""","=""9780062870674""",0,4.31,Harper,Hardcover,272,2018,2018,,2023/10/09,,,read,,,,1,0
51893,Thus Spoke Zarathustra,Friedrich Nietzsche,"Nietzsche, Friedrich","Silvia Cecchini, Domenico Ciampoli, Walter Kaufmann","=""""","=""""",0,4.07,Penguin Books,Paperback,327,1978,1883,,2023/10/09,,,read,,,,1,0
7078724,The Chips are Down (Les Jeux Sont Faits),Jean-Paul Sartre,"Sartre, Jean-Paul",Louise Varèse,"=""""","=""""",0,3.97,Prime Publishers,Paperback,187,1965,1947,,2023/10/09,,,read,,,,1,0
162332,The Sailor Who Fell from Grace with the Sea,Yukio Mishima,"Mishima, Yukio",John Nathan,"=""""","=""""",0,3.85,Vintage,Paperback,181,1994,1963,,2023/10/09,,,read,,,,1,0
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus",Martin Hammond,"=""0140449337""","=""9780140449334""",5,4.28,Penguin Books,Paperback,254,2006,180,,2023/10/09,,,read,,,,1,0
503534,Way of the Turtle: The Secret Methods That Turned Ordinary People Into Legendary Traders,Curtis Faith,"Faith, Curtis",,"=""007148664X""","=""9780071486644""",3,3.83,McGraw-Hill,Hardcover,288,2007,2007,,2023/10/09,,,read,,,,1,0
40196812,EQ Applied: The Real-World Guide to Emotional Intelligence,Justin Bariso,"Bariso, Justin",,"=""3981984102""","=""9783981984101""",0,3.80,Borough Hall,Kindle Edition,210,2018,2018,,2023/10/09,,,read,,,,1,0
23047624,Resurrection Party: Poems (full-length collection),Michalle Gould,"Gould, Michalle",,"=""0692258310""","=""9780692258316""",0,4.71,Silver Birch Press,Paperback,74,2014,2014,,2023/10/09,,,read,,,,1,0
298275,Nausea,Jean-Paul Sartre,"Sartre, Jean-Paul","Lloyd Alexander, Hayden Carruth","=""0811201880""","=""9780811201889""",0,3.94,New Directions,Hardcover,178,1969,1938,,2023/10/09,,,read,,,,1,0
21413662,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,"=""0544272994""","=""9780544272996""",0,4.14,Dey Street Books,Hardcover,303,2014,2014,,2023/10/09,,,read,,,,1,0
92057,The Autobiography of Malcolm X,Malcolm X,"X, Malcolm",Alex Haley,"=""""","=""""",0,4.36,Ballantine Books,Mass Market Paperback,466,2015,1965,,2023/10/09,,,read,,,,1,0
11,"The Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.23,Del Rey Books,Mass Market Paperback,216,2005,1979,,2023/10/09,,,read,,,,1,0
6081261,What I Wish I Knew When I Was 20,Tina Seelig,"Seelig, Tina",,"=""0061735191""","=""9780061735196""",0,3.81,HarperOne,Hardcover,184,2009,2009,,2023/10/09,,,read,,,,1,0
18050143,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,"Thiel, Peter",Blake  Masters,"=""0804139296""","=""9780804139298""",0,4.15,Crown Currency,Hardcover,195,2014,2014,,2023/10/09,,,read,,,,1,0
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465026567""","=""9780465026562""",0,4.29,Basic Books,Paperback,777,1999,1979,,2023/10/09,,,read,,,,1,0
10534,The Art of War,Sun Tzu,"Tzu, Sun",Thomas Cleary,"=""""","=""""",0,3.95,Harper Press,Paperback,170,2005,-400,,2023/10/09,,,read,,,,1,0
226973,"Hear the Wind Sing (The Rat, #1)",Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""4061860267""","=""9784061860261""",3,3.57,Kodansha International Ltd.,Paperback,130,1979,1979,,2023/10/09,,,read,,,,1,0
25733505,"A Man for All Markets: From Las Vegas to Wall Street, How I Beat the Dealer and the Market",Edward O. Thorp,"Thorp, Edward O.",Nassim Nicholas Taleb,"=""1400067960""","=""9781400067961""",5,4.24,Random House,Hardcover,416,2017,2016,,2023/10/09,,,read,Best book about trading ever ?! And it’s an autobiography ,,,1,0
52661266,"Flash Crash: A Trading Savant, a Global Manhunt, and the Most Mysterious Market Crash in History",Liam Vaughan,"Vaughan, Liam",,"=""0385543654""","=""9780385543651""",0,4.20,Doubleday Books,Hardcover,272,2020,2020,,2023/10/09,,,read,,,,1,0
7495395,The Quants: How a New Breed of Math Whizzes Conquered Wall Street and Nearly Destroyed It,Scott Patterson,"Patterson, Scott",,"=""0307453375""","=""9780307453372""",0,3.88,Crown Business,Hardcover,337,2010,2010,,2023/10/09,,,read,,,,1,0
11991,The Fall,Albert Camus,"Camus, Albert",Justin O'Brien,"=""0679720227""","=""9780679720225""",5,4.04,Vintage Books,Paperback,147,1991,1956,,2023/10/09,,,read,,,,1,0
15686,The Outsider,Albert Camus,"Camus, Albert",Joseph Laredo,"=""0141182504""","=""9780141182506""",4,4.03,Penguin Group,Paperback,119,2006,1942,,2023/10/09,,,read,,,,1,0
38315,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets (Incerto),Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0812975219""","=""9780812975215""",4,4.08,Random House Trade Paperbacks,Paperback,368,2005,2001,,2023/10/09,,,read,"Really good book overall about mathematical intuition of the physical world, sometimes the writer may give vibes of intelectual superiority with regards to common people. <br/><br/>Funny anecdote, philosopher saying there is no society where a majority of the people man have an income higher than the mean income of the population. <br/><br/>Author says it’s absurd and that he means the median, this is correct. Although having into account that in a majority of civilizations income distribution is exponential (Pareto) the philosophers statement becomes trivial.",,,1,0
7865083,Liar's Poker,Michael   Lewis,"Lewis, Michael",,"=""039333869X""","=""9780393338690""",4,4.15,W. W. Norton & Company,Paperback,310,2010,1989,,2023/10/09,,,read,Great book describing the experience in the trading floor in the late 80’s. <br/><br/>What if game proposed by Michaels friend on the trading floor is a pretty fun concept to think about. “What if there is a Nuclear Bomb in Chernobyl”  “We should sell US potato futures”.<br/><br/>Audiobook with the writers voice makes the listening experience also pretty smooth. ,,,1,0
